name,citymeetings_url,start_time_in_seconds,end_time_in_seconds,for_or_against,borough,neighborhood,stated_affiliations,key_points
John Woelfling,https://citymeetings.nyc/city-planning-commission/2024-07-10-city-of-yes-public-hearing/john-woelfling-principal-at-dattner-architects-on,37283.766,37468.31,For,Brooklyn,Unknown,"[Dattner Architects, Member of Local Community Board]","[Current zoning resolution restricts housing production, The scale of the housing problem requires a big, complex solution, Personal experience of seeing a family living in a tent in Prospect Park, Encourages the commission to not exempt some communities from playing their part, Supports all portions of the City of Yes for Housing Opportunity proposal, Advocates for a democratic approach where everyone contributes to create a more stable housing supply]"
Paul DiBenedetto,https://citymeetings.nyc/city-planning-commission/2024-07-10-city-of-yes-public-hearing/paul-dibenedetto-chair-of-queens-community-board,37507.836,37745.22,Against,Queens,Unknown,[Queens Community Board 11],"[Most community boards in Queens, Bronx, Staten Island, and Brooklyn voted against the City of Yes for Housing Opportunity, The initiative would destroy the character of historic suburban neighborhoods, There are better opportunities to create housing without tearing down existing homes, New York City already has a low percentage (15%) of single-family zoned areas compared to other major U.S. cities, Low-density neighborhoods in Queens are racially and ethnically diverse, The City Planning Commission did not engage community boards and council members in the planning process, The initiative is seen as a top-down approach, unlike previous contextual rezonings that were done in partnership with community boards and civics]"
Cathleen Shannon,https://citymeetings.nyc/city-planning-commission/2024-07-10-city-of-yes-public-hearing/cathleen-shannon-from-a-better-college-point-civic,37802.516,38001.234,Against,Queens,College Point,[A Better College Point Civic Association],"[The area is already overpopulated, Against building that doesn't make sense, Concerns about losing mandated parking, Limited transportation options in the area, Safety concerns on subways, Schools and public spaces are already overcrowded, Lack of enforcement of current laws, Insufficient infrastructure and public services (police, teachers, inspectors), Request to alter the plan]"
Lucie Levine,https://citymeetings.nyc/city-planning-commission/2024-07-10-city-of-yes-public-hearing/lucie-levine-from-the-historic-district-council-on,38018.695,38208.945,Against,Unknown,Unknown,[Historic District Council],"[COYHO will have a significant impact on historic neighborhoods and districts, Concerns about creating market-rate and luxury housing while incentivizing demolition of historic neighborhoods, Support for relegalizing shared and supportive housing, Town Center zoning, and commercial to residential conversion, Support with caveats for accessory dwelling units and expanded transferable development rights, Opposition to the lack of affordable housing requirements in COYHO, Concerns about streamlining regulations and removing public oversight, Need to address loss of affordable housing through building combination, unit warehousing, and 'big footing', Suggestion to include historic preservation as a tool for housing opportunity, Historic districts retain rent-subsidized units at a higher rate than non-designated areas]"
Roisin Ford,https://citymeetings.nyc/city-planning-commission/2024-07-10-city-of-yes-public-hearing/roisin-ford-from-ditmas-park-west-neighborhood,38694.65,38902.184,Against,Brooklyn,Victorian Flatbush,[Ditmas Park West Neighborhood Association],"[The neighborhood association supports some aspects of City of Yes, like town center zoning and commercial conversions, but strongly opposes transit-oriented developments and district fixes as written, Affordable housing availability in their neighborhood increased by 846% in the last 10 years after a 2009 rezoning, Concerns about the potential demolition of historic Victorian homes under the proposed transit-oriented development plans, Request for the commission to visit Victorian Flatbush and acknowledge the untapped potential for more affordable housing, Suggestion to include minimum sizes for units to accommodate families, not just studios and one-bedrooms, Concern that the proposed changes would allow demolition of historic homes and replacement with larger buildings without sensitivity to the neighborhood character]"
Bryan Kelly,https://citymeetings.nyc/city-planning-commission/2024-07-10-city-of-yes-public-hearing/bryan-kelly-president-of-development-at-gotham,38907.527,39036.184,For,Unknown,Unknown,[Gotham Organization],"[Support for the City of Yes legislation, Belief in supply-side economics to address housing crisis, Need for increased housing production in New York City, UAP (Unified as of Right) will generate more units and permanent affordability, City of Yes will help repurpose obsolete office buildings, Mandated parking adds unnecessary costs to housing development, Importance of small-scale developments in addition to mega projects, Support for mixed-income housing to retain the 'missing middle' in the city]"
Rachel Simpson,https://citymeetings.nyc/city-planning-commission/2024-07-10-city-of-yes-public-hearing/rachel-simpson-architect-and-brooklyn-cb6-resident,39115.77,39315.703,For,Brooklyn,Unknown,[],"[Support for City of Yes for Housing Opportunity, Acute housing crisis with rising rents and low vacancy rates, Not enough housing, especially affordable housing, being built, Zoning changes are necessary but not sufficient to solve the crisis, Proposal offers various tools to increase housing, Minor zoning changes can have significant cumulative impact, Support for UAP (Unified Affordable Proposal) benefiting nonprofit housing developers, Encouragement for deeper affordability and stronger guardrails, Importance of eliminating parking mandates to encourage more housing, Parking is expensive and values should prioritize people over cars, Urges approval of the proposal in its strongest form]"
Carin Bail,https://citymeetings.nyc/city-planning-commission/2024-07-10-city-of-yes-public-hearing/carin-bail-president-of-hollis-hills-civic,39362.6,39544.324,Against,Queens,Hollis Hills,[Hollis Hills Civic Association],"[Questions the definition and effectiveness of 'affordable housing', Criticizes the lack of detail in the City of Yes initiative, Suggests the initiative benefits real estate industry and developers rather than communities, Points out existing empty apartments that could be used for affordable housing, Argues that Queens residents don't want to live in a more dense community, Questions why Eastern Queens should handle the city's affordability housing crisis, Highlights the community's existing contributions to other city issues (homeless shelters, migrant shelters), Calls for more meaningful dialogue and public health review of the initiative]"
Brian Shrout,https://citymeetings.nyc/city-planning-commission/2024-07-10-city-of-yes-public-hearing/brian-shrout-on-landmark-transfer-mechanism-in,39640.79,39788.418,For,Manhattan,Upper East Side,[],"[Support for the Landmark Transfer mechanism in the City of Yes for Housing Opportunity proposal, Historical context of landmark transfers: only 12 transfers from 1968 to 2015, Geographical limitation of previous transfers to Midtown and FiDi areas, Lack of landmark transfers in other parts of Manhattan and outer boroughs, Need for more flexibility in the landmark transfer mechanism to benefit landmark buildings like churches, synagogues, and museums across the city]"
Eugene Falik,https://citymeetings.nyc/city-planning-commission/2024-07-10-city-of-yes-public-hearing/eugene-falik-from-bayswater-civic-association-on,39854.684,40742.87,Against,Queens,Far Rockaway,"[Bayswater Civic Association, Queens Civic Congress]","[Removing council approval is antisocial and undemocratic, There's little evidence of a real housing crisis, Many apartments are vacant or held off the market, The argument about thousands of applications for affordable housing is misleading, New housing in Rockaway has inadequate parking, Transit-oriented development is impractical for suburban areas, The proposal doesn't consider the needs of older residents or those carrying groceries, Builders will only do the minimum required, not what's best for residents, Queens Community Board 14 voted unanimously against the proposal]"
Timothy Burke,https://citymeetings.nyc/city-planning-commission/2024-07-10-city-of-yes-public-hearing/timothy-burke-president-of-nyc-new-liberals-on,40864.91,40951.223,For,Unknown,Unknown,[NYC New Liberals],"[Strong support for City of Yes for Housing Opportunity as currently written, New York City has a severe housing shortage with only 1.4% rental vacancy, Need for more housing supply at all income levels, Reforming outdated zoning code to legalize housing, Housing is connected to transportation, education, health and safety, and economic issues, City of Yes for Housing Opportunity is an important first step in ending the housing crisis]"
Logan Phares,https://citymeetings.nyc/city-planning-commission/2024-07-10-city-of-yes-public-hearing/logan-phares-political-director-of-open-new-york,40970.086,41091.64,For,Unknown,Unknown,[Open New York],"[Support for the City of Yes for Housing Opportunity zoning amendment, Current inequitable distribution of affordable housing across NYC council districts, The amendment will allow every neighborhood to participate in solving the housing shortage, The plan allows for more housing of every type in low, medium, and high-density communities, Zoning changes are critical but not sufficient to solve the housing crisis, Need for additional funding and policies to protect tenants and support fair housing, Acknowledgment of NYC's supply problem rooted in restrictive zoning, Urging the Commission to approve the proposal in full]"
Sachi Takahashi-Rial,https://citymeetings.nyc/city-planning-commission/2024-07-10-city-of-yes-public-hearing/sachi-takahashi-rial-board-member-of-open-new-york,41157.12,41328.14,For,Manhattan,Unknown,"[Open New York, Manhattan Community Board 5]","[New York City is issuing fewer housing units per capita than other large cities, including San Francisco, Support for the entire City of Yes for Housing Opportunity policy package, Particular support for the universal affordability preference, Support for allowing office to residential conversion, especially beneficial for Midtown, Support for more flexible transfer of air rights for landmarks, The policy changes will make New York City more accessible and inclusive]"
Robert Poole,https://citymeetings.nyc/city-planning-commission/2024-07-10-city-of-yes-public-hearing/robert-poole-from-bronx-pro-group-on-city-of-yes,41381.93,41567.453,For,Manhattan,Harlem,[Bronx Pro Group],"[Bronx Pro Group supports the City of Yes zoning reform legislation, There is a dire need for more affordable housing options in NYC, Their Melrose North project received 67,000 applicants for just 67 lottery units, Every district should help address the housing affordability crisis, New York is stronger when people of all economic circumstances can live here, Personal experience of living in various housing situations in NYC, City of Yes is a step in the right direction to alleviate the housing crunch, The legislation will help ensure young families and newcomers can make it in the city]"
Russell Brown,https://citymeetings.nyc/city-planning-commission/2024-07-10-city-of-yes-public-hearing/russell-brown-last-tenant-of-14-18-gay-street-on,41608.67,41788.16,Against,Manhattan,Greenwich Village,[],"[Personal experience as the last tenant in a building where other rent-stabilized apartments have been emptied, Landlord's ability to profit from emptying rent-stabilized apartments despite legal issues, Conversion of affordable units into single-family housing, Lack of trust in the city commission, mayor, and city council, Demolition of historic buildings despite protests, Poor living conditions and lack of heat in his current apartment, Concern about developers disguising their intentions as fair housing advocates, Fear that current policies are worsening housing issues, Lack of effective enforcement by city agencies like DOB, HPD, and Landmarks Preservation Committee]"
Eric McClure,https://citymeetings.nyc/city-planning-commission/2024-07-10-city-of-yes-public-hearing/eric-mcclure-of-streetspac-on-eliminating-parking,41864.176,41999.9,For,Brooklyn,Unknown,"[StreetsPAC, Brooklyn Community Board 6]","[Strong support for eliminating parking requirements, Support for expansion of transit-oriented development, Endorsement of town center zoning initiative, Increasing density around transit to combat climate change and promote housing creation, Reducing reliance on cars and making streets safer, Improving public transit]"
Daniella Lombardo Sarkis,https://citymeetings.nyc/city-planning-commission/2024-07-10-city-of-yes-public-hearing/daniella-lombardo-sarkis-resident-of-bay-ridge,42065.582,42255.035,Against,Brooklyn,Bay Ridge,[],"[One-size-fits-all approach is not appropriate for all neighborhoods, Community Board 10 opposes the proposal, Local communities and elected representatives should have input, Concerns about antiquated drainage and sewage infrastructure, Worries about overburdening existing transportation and parking, Public safety concerns, especially regarding ADUs and illegal conversions, Fear of developers taking advantage of zoning rule changes, Potential negative impact on property values and neighborhood character, Concerns about living next to basement apartments or inhabited sheds, Urges City Council to vote no on the proposal in its current form]"
Theresa Kaplan,https://citymeetings.nyc/city-planning-commission/2024-07-10-city-of-yes-public-hearing/theresa-kaplan-architect-and-prospect-heights,42322.816,42460.6,For,Brooklyn,Prospect Heights,[],"[Support for City of Yes to increase housing affordability and availability, Personal struggle with rising rental prices in the neighborhood, Contrast between high investment in brownstone renovations and limited housing stock increase due to outdated zoning policies, Enthusiasm for transit-oriented development proposal, Benefits of allowing people to remain in their neighborhoods as housing needs change, Creating housing that fits residents rather than selecting residents who fit the housing, Fostering stable communities through diverse housing options]"
Eric Lee,https://citymeetings.nyc/city-planning-commission/2024-07-10-city-of-yes-public-hearing/eric-lee-director-of-policy-and-planning-at,42482.496,42663.695,For,Unknown,Unknown,[Homeless Services United],"[The main driver of homelessness is the inability to afford housing, HSU endorses the City of Yes housing plan in full, The plan will eliminate zoning barriers and unlock the ability to create more affordable housing units throughout the 5 boroughs, New York City's housing is in an affordability crisis with nearly 600,000 households spending more than half their income on rent, More than 145,000 people slept in shelters in a single night in December of the previous year, The city's vacancy rate for housing is the lowest it's been since 1968, The City of Yes Plan is projected to support the creation of 150,000 new units of housing across the next 15 years in all five boroughs, Recommends prioritizing resources for more robust operational affordable housing for very low income and extremely low income households, Emphasizes the importance of ensuring that affordable housing is truly affordable for lower income New Yorkers]"
Mark Greenberg,https://citymeetings.nyc/city-planning-commission/2024-07-10-city-of-yes-public-hearing/mark-greenberg-from-interfaith-assembly-on,42672.05,42858.438,For,Unknown,Unknown,"[Interfaith Assembly on Homelessness And Housing, Interfaith Affordable Housing Collaborative, Cathedral Church St. John the Divine]","[Supports the City of Yes for Housing Opportunity initiative as a bold and innovative plan, Emphasizes the need for affordable housing to address homelessness crisis, Highlights the increase in homeless population from under 10,000 to over 100,000 (including migrants), Stresses the importance of safe, decent, affordable housing in rebuilding lives, Argues that inaction is not an option given the current housing crisis, Calls for New York's zoning rules to enable faith communities to contribute to housing solutions, Acknowledges fear of change but emphasizes that the status quo is more frightening for those struggling with housing, Urges bold action to address the affordability and homelessness crisis]"
Vishnu Reddy,https://citymeetings.nyc/city-planning-commission/2024-07-10-city-of-yes-public-hearing/vishnu-reddy-resident-of-sunnyside-queens-on,42876.953,42988.223,For,Queens,Sunnyside,[],"[Support for City of Yes for Housing Opportunity, Skyrocketing rents in Sunnyside and across the city, Dire housing shortage affecting the city and region, Housing costs harming all but the wealthiest New Yorkers, Desire for New York to remain a welcoming city for vulnerable populations, City of Yes is a good start but more action is needed, Need for continued encouragement of home creation, Call for help from Albany to fund affordable housing and involve suburbs in housing creation, Appreciation for city planning staff and organizers working on housing issues]"
Pablo Zevallos,https://citymeetings.nyc/city-planning-commission/2024-07-10-city-of-yes-public-hearing/pablo-zevallos-tenants-rights-attorney-and,43029.527,43197.223,For,Manhattan,Upper West Side,[],"[New York City is experiencing a severe housing shortage, particularly for affordable housing, The shortage disproportionately affects low-income households and contributes to segregation, City of Yes for Housing Opportunity will facilitate increased construction of affordable housing, The policy will combat exclusionary zoning practices, Legalizing EDUs (Efficient Dwelling Units) offers various benefits, including intergenerational wealth and aging in place, Lifting restrictions on SROs (Single Room Occupancy) would help provide permanent housing opportunities, Transit-oriented development and town center zoning would add needed 'missing middle' housing, Ending required parking mandates would remove barriers to housing goals, The amendments would make affordable housing more widely available across communities, Passing these amendments would set a precedent for future city governments to address the housing crisis]"
Sara Penenberg,https://citymeetings.nyc/city-planning-commission/2024-07-10-city-of-yes-public-hearing/sara-penenberg-representing-32bj-service-employees,43226.246,43383.992,For,Unknown,Unknown,"[32BJ SEIU, FTU, local 32 BJ]","[32BJ SEIU supports the City of Yes for Housing Opportunity zoning text amendment, 32BJ members struggle with skyrocketing rents and finding affordable housing in NYC, The city is not building enough housing to keep pace with population and job growth, Supports unlocking new affordable housing through universal affordability preference density bonus, Supports facilitating more office to residential conversions, Supports allowing modern density multifamily projects in more areas of the city, including transit-rich neighborhoods, Supports removing experience restrictions to new residential developments across the city, The scale and urgency of the housing crisis demand policy interventions like this proposal]"
Olivia Killingsworth,https://citymeetings.nyc/city-planning-commission/2024-07-10-city-of-yes-public-hearing/olivia-killingsworth-actor-and-open-new-york,43407.418,43580.06,For,Brooklyn,South Brooklyn,"[Open New York, Actor's Equity, SAG-AFTRA]","[Support for City of Yes for Housing Opportunity initiative, Importance of affordable housing for artists and creative professionals, Advocacy for shared housing and SROs (Single Room Occupancy units), Personal experience living in micro apartments and its positive impact, Concern about the city's ability to welcome new generations of creative workers, Impact of housing affordability on the vibrancy and creative culture of New York City]"
Lo van der Valk,https://citymeetings.nyc/city-planning-commission/2024-07-10-city-of-yes-public-hearing/lo-van-der-valk-president-of-carnegie-hill,43708.895,43932.78,Against,Manhattan,Upper East Side,[Carnegie Hill Neighbors],"[Supports goals of increasing affordable housing but has specific concerns, Opposes changes to Madison Avenue special preservation district, Concerned about height increase from 75 to 105 feet in RBH zones, Objects to shortening of required minimum rear yards from 30 to 20 feet, Opposes allowing rear yards to be completely covered to a height of 15 feet for non-dwelling residential uses, Suggests avenues and avenue corners as appropriate places for height increases, Concerned about increased reliance on CPC authorizations instead of public reviews, Believes extended boundaries for transferring development rights may be too generous, Fears that 20% height increase for affordable housing may displace existing affordable units and mainly provide luxury housing]"
Nicole Young,https://citymeetings.nyc/city-planning-commission/2024-07-10-city-of-yes-public-hearing/nicole-young-department-of-education-doe-teacher,43974.758,44157.08,Against,Unknown,Unknown,[New York City Teaching Collaborative],"[Opposes the City of Yes initiative, Advocates for affordable home ownership programs like Mitchell-Lama instead of luxury buildings with a small percentage of affordable units, Criticizes the idea that increased housing production automatically leads to affordable housing, Expresses concern about the ability of city employees (teachers, police officers, firefighters) to afford living in the city, Points out issues with existing affordable housing programs like Camden Plaza's privatization and RAD-PAC's rent increases, Highlights problems with developers not complying with public space requirements in exchange for tax abatements, Argues that the city cannot keep up with building inspections, Suggests that the housing crisis is due to high rent burdens and that legislative changes to prevent landlord abuses are needed rather than zoning changes]"
Yiatin Chu,https://citymeetings.nyc/city-planning-commission/2024-07-10-city-of-yes-public-hearing/yiatin-chu-president-of-asian-wave-alliance-on,44197.184,44354.715,Against,Unknown,Unknown,[Asian Wave Alliance],"[The proposal will destroy communities, Asian New Yorkers have high homeownership rates in outer boroughs, The plan will create uncertainty in property values, It will degrade quality of life in 1 and 2 family zoned neighborhoods, Elimination of parking requirements is problematic, Areas lack efficient public transportation and rely on cars, Opposition to legalization of ADUs (Accessory Dwelling Units), Existing infrastructure cannot support increased density, Schools are already overcrowded, Each neighborhood should be respected for its unique composition, The proposal favors developers' interests over community needs]"
Emanuel Kokinakis,https://citymeetings.nyc/city-planning-commission/2024-07-10-city-of-yes-public-hearing/emanuel-kokinakis-from-mega-contracting,44385.98,44525.535,For,Unknown,Unknown,[MEGA Contracting Development],"[The City of Yes proposal is necessary and beneficial for affordable housing development, Current provisions have required unnecessary ULURPs and rezonings for 100% affordable projects, The proposal will allow for mixed income development, generating low income affordable housing without city subsidy, The current 485x tax break alone is not sufficient for financial feasibility of new developments in outer boroughs, The proposal will benefit 100% affordable units providing truly affordable low income housing, Parking benefits in the proposal will make previously infeasible projects feasible]"
Alexander McCoy,https://citymeetings.nyc/city-planning-commission/2024-07-10-city-of-yes-public-hearing/alexander-mccoy-marine-corps-veteran-on-city-of,44547.625,44736.562,For,Manhattan,Upper Manhattan,"[Marine Corps, Open New York]","[Support for City of Yes initiative, especially for its benefits to veterans, Current housing prices and rent are unaffordable for many veterans, even with generous benefits, Exclusionary zoning forces veterans to live in substandard conditions or have long commutes, New York City has a lower percentage of veterans per capita due to housing issues, Some community members exploit veterans as props against building new homes, City of Yes program should be implemented in full to address these issues]"
Alex Armlovich,https://citymeetings.nyc/city-planning-commission/2024-07-10-city-of-yes-public-hearing/alex-armlovich-housing-policy-manager-at-niskanen,44760.3,44935.383,For,Queens,Jackson Heights,"[Niskanen Center, Jackson Heights Historic District]","[Endorses every component of the City of Yes initiative, Concerned that the transit-oriented component allowing 3-5 story buildings near mass transit may not be enough, Argues that 3 stories near transit is too small for New York City, comparing it unfavorably to Washington DC's height limits, Believes the proposal will meet 20% of Mayor Adams' housing goal, but visible changes to neighborhoods will be minimal, Calls for bigger Transit-Oriented Development (TOD) to reach 500,000 units and restore MTA ridership to 2019 levels, Supports the initiative but warns it may not be sufficient for New York City's needs as a global megacity]"
Barry Weinberg,https://citymeetings.nyc/city-planning-commission/2024-07-10-city-of-yes-public-hearing/barry-weinberg-from-manhattan-community-board-9-on,44944.355,45143.215,For,Manhattan,Unknown,[Manhattan Community Board 9],"[Community Board 9 voted in favor of City of Yes for Housing Opportunity with certain conditions, Believes certain provisions do not go far enough, particularly 23-211, Recommends increasing FAR in R1-R3 zoning districts to 1.0 and R2X and R4 districts to 1.25, Suggests increasing ADU maximum square footage from 800 to 1200 square feet, Appreciates DCP staff's work and outreach efforts, Concerned about UAP (27-111) not requiring affordable housing units to be made available to the general public, Urges inclusion of provision in zoning text to ensure UAP affordable housing units are available to the public, not just institutional affiliates]"
Raul Rivera,https://citymeetings.nyc/city-planning-commission/2024-07-10-city-of-yes-public-hearing/raul-rivera-on-opposition-to-city-of-yes-and,45364.6,45553.19,Against,Bronx,Unknown,[],"[Opposes the City of Yes initiative, Criticizes city council members and the mayor for not supporting New Yorkers, Claims the initiative will not help homeless or low-income individuals, Argues that renovated buildings in the Bronx are now unaffordable for long-time residents, Criticizes the mayor for perceived alignment with wealthy developers, Mentions issues with the Taxi and Limousine Commission and a petition to reform it, Expresses disappointment in the mayor for not lifting mandates (likely referring to COVID-19 related mandates)]"
Corey Bearak,https://citymeetings.nyc/city-planning-commission/2024-07-10-city-of-yes-public-hearing/corey-bearak-chair-of-community-board-13-land-use,45648.336,45856.64,Against,Queens,Unknown,"[Queens Community Board 13, Vision Long Island]","[Community Board 13 unanimously adopted a resolution recommending rejection of City of Yes for Housing Opportunity, The proposal would remove traditional community board, borough president, and city council review of uses not permitted under existing zoning, Charter-mandated community review protects neighborhoods from adverse impacts, The city should provide tools and resources to community boards to identify appropriate parcels for beneficial local development, The 'as of right' features would weaken or render useless the Charter-mandated community review provisions, Suggests implementing tools through a community review process on a case-by-case basis instead of citywide, Advocates for community-based collaborations for affordable housing and senior housing, similar to Long Island's smart growth initiatives]"
Phil Koenigsberg,https://citymeetings.nyc/city-planning-commission/2024-07-10-city-of-yes-public-hearing/phil-koenigsberg-health-chair-of-queens-community,45966.08,46148.54,Against,Queens,Bay Terrace,"[Bay Terrace Community Lions, Queens Community Board 7]","[Opposes the City of Yes for Housing Opportunity, Believes the proposal will lead to chaos in all boroughs except Manhattan, Argues it will destroy communities, especially in low density areas, Claims it won't create affordable housing, Suggests it will replace owner-occupied housing with market-rate rentals, Concerns about increased density without adequate infrastructure, Worries about enforcement of illegal occupancy, Urges media to investigate and expose the potential negative impacts of the proposal, Suggests implementing a pilot program in a neighborhood that favors the proposal]"
Sanford Miller,https://citymeetings.nyc/city-planning-commission/2024-07-10-city-of-yes-public-hearing/sanford-miller-from-manhattan-community-board-4-on,46215.656,46403.12,For,Manhattan,Unknown,"[Manhattan Community Board 4, Health care team]","[Concerned about rising rental costs in the city, Supports increasing housing supply across the city (both market-rate and affordable), Supports dropping parking requirements to reduce housing costs and increase housing production, Endorses the UAP (Unified Affordable Housing Program) as a nuanced approach to increase affordable housing in high-density districts, Appreciates how UAP preserves special districts while allowing for 20% additional density, Impressed with the presentation and execution of UAP mapping across the city]"
Leonard Polletta,https://citymeetings.nyc/city-planning-commission/2024-07-10-city-of-yes-public-hearing/leonard-polletta-on-city-of-yes-for-housing,46512.48,46695.633,Against,Manhattan,Chelsea,[Penn South],"[City of Yes will not provide low-income affordable housing, Comprehensive nature and one-size-fits-all approach is wrong, Lack of mandatory affordability requirements, No provisions for building amenities and infrastructure, Will exacerbate economic and racial segregation, City should focus on building more public housing and infrastructure, Rehabilitate vacant apartments in NYCHA and warehoused units, Stronger rent control laws and enforcement needed, Current proposal favors developers over affordable housing needs]"
Sally Anthony Kelly,https://citymeetings.nyc/city-planning-commission/2024-07-10-city-of-yes-public-hearing/sally-anthony-kelly-on-city-of-yess-impact-on,46729.035,46793.613,Against,Queens,Howard Beach,[],"[Howard Beach is in a flood area with severe flooding issues that need to be addressed before any proposal, More buildings and ADUs will reduce green space, which helps with water reabsorption during high tides, Increased development will lead to more flood claims, causing already high insurance prices to increase, The city should install floodgates that were promised and approved 40 years ago, Howard Beach is a suburban area, and residents chose to live there for that reason, The proposal should be broken up by community board and allow for community board votes, Residents should have a voice in decisions affecting their areas, Request to vote no on the City of Yes proposal or exclude Community Board 10 from it]"
Diana Finch,https://citymeetings.nyc/city-planning-commission/2024-07-10-city-of-yes-public-hearing/diana-finch-from-bronx-park-eastpelham-parkway-on,46894.06,47054.797,For,Bronx,Bronx Park East/Pelham Parkway,[],"[Supports City of Yes for Housing Opportunity, Believes opposition is based on exaggeration and fear mongering, Emphasizes that not all allowed new buildings will be built immediately or ever, Suggests including caps on the amount and pace of new building allowed by City of Yes, Shares personal experience of new apartment buildings in her neighborhood within current zoning regulations, Expresses concern about the impact of campus provisions on NYCHA developments, Highlights the importance of green spaces for quality of life in her neighborhood]"
James Freeley,https://citymeetings.nyc/city-planning-commission/2024-07-10-city-of-yes-public-hearing/james-freeley-on-questioning-the-city-of-yes-for,47104.3,47315.13,Against,Unknown,Unknown,[],"[Questions the accuracy and implications of the 1.41% vacancy rate used to justify the City of Yes proposal, Argues that there are already 230,000 vacant housing units available, which would significantly change the vacancy rate if utilized, Points out that 25,000 units are unavailable due to lacking appliances, suggesting addressing this issue instead of converting office spaces, Mentions that 60,000 vacant units are held for occasional or short-term use, Argues that the addition of 43,000 former Airbnb units and 153,000 rental units did not improve affordability, Questions the effectiveness of increasing supply to address the housing crisis, Suggests that factors like inflation, interest rates, lending practices, and real estate taxes have more impact on affordability than supply, Expresses doubt that the City of Yes goal of 500,000 units will guarantee affordable housing]"
Samuel Deutsch,https://citymeetings.nyc/city-planning-commission/2024-07-10-city-of-yes-public-hearing/samuel-deutsch-on-transit-oriented-development-and,47398.254,47560.3,For,Unknown,Unknown,[],"[New York City should look to other cities for inspiration in housing policy, Vancouver allows 20-story apartment buildings near transit stations to reduce carbon emissions, New York's proposal for 3-5 story buildings near transit should be a 'no-brainer', Austin, Texas has built significantly more housing per capita than New York, resulting in decreasing rents, Loosening zoning restrictions in Austin has allowed supply to meet demand, The City of Yes proposal is supported but could potentially go further, Building more housing near transit promotes sustainable, low-carbon, car-free lifestyles, The proposal will lead to more climate-friendly housing in New York]"
Lucy Koteen,https://citymeetings.nyc/city-planning-commission/2024-07-10-city-of-yes-public-hearing/lucy-koteen-from-brooklyn-on-environmental,47583.63,47774.02,Against,Brooklyn,Unknown,[],"[Environmental concerns related to construction and cement production, Existence of empty structures and housing units throughout the city, Criticism of MIH (Mandatory Inclusionary Housing) for not providing affordable housing, Suggestion to focus on distributing existing housing rather than building new, Recommendation to fill empty units and repurpose existing buildings, Concern about the abundance of high-end housing construction, Criticism of what is considered 'affordable' housing (80-130% AMI), Suggestion to subsidize lower-income families in existing units instead of building new, Proposal to help landlords bring empty units up to code, Concern about the loss of sky view and increased shadows due to high-rise construction]"
Erik Nilsen,https://citymeetings.nyc/city-planning-commission/2024-07-10-city-of-yes-public-hearing/erik-nilsen-resident-of-bushwick-brooklyn-on-full,48009.06,48138.58,For,Brooklyn,Bushwick,[],"[Supports all aspects of City of Yes and urges passing the strongest form possible, Housing costs have been a major concern for himself and friends, leading to feelings of instability, Wants more housing built everywhere to address affordability concerns, Appreciates the dynamic nature of New York City and believes change is necessary for growth, Concerned about the city remaining interesting and affordable, mentioning high rental costs, Believes embracing change is part of living in New York City]"
Alexandra Brodsky,https://citymeetings.nyc/city-planning-commission/2024-07-10-city-of-yes-public-hearing/alexandra-brodsky-on-city-of-yes-for-housing,48182.965,48252.36,For,Brooklyn,Unknown,[],"[The root of NYC's housing crisis is a housing shortage, City of Yes for Housing Opportunity is an elegant solution to add more housing in every neighborhood, The plan can create a lot of new housing without drastic changes to any one community, Failing to act will lead to more gentrification, displacement, segregation, and longer commutes, Urges the commission to vote yes on City of Yes and support the strongest possible version]"
Danny McCalla,https://citymeetings.nyc/city-planning-commission/2024-07-10-city-of-yes-public-hearing/danny-mccalla-on-concerns-with-city-of-yes-for,48406.68,48587.816,Against,Unknown,Unknown,[],"[Opposes the City of Yes initiative, Supports conversions from office space to housing, but finds it challenging in midtown due to high costs, Concerned about the demonization of family housing, Believes affordable housing prices are based on demand in popular neighborhoods, Criticizes the practice of landlords raising rents based on neighboring properties, Argues that developers will only develop for profit, not necessarily for affordability, Mentions that contextual zoning was created because developers abused zoning regulations, Criticizes the Board of Standards and Appeals for granting variances based on financial hardship precedents, Believes demonizing low-income neighborhoods won't solve housing issues, Expresses concern that once zoning changes are approved, the Department of Buildings interprets them differently, Suggests that the proposal needs more work or refinement]"
Jean Hahn,https://citymeetings.nyc/city-planning-commission/2024-07-10-city-of-yes-public-hearing/jean-hahn-resident-of-forest-hills-queens-on,48625.992,48794.156,Against,Queens,Forest Hills,[],"[Opposes the City of Yes plan as it strips zoning decisions from local community boards, Concerned about loss of daylight, air, and open space, Believes the plan won't guarantee more affordable or low-income housing, Worried about strain on aging infrastructure and lack of plans for additional public services, Opposes expansion of transit and town center zones in low-density neighborhoods, Against ADUs in basements and rear yards due to quality of life concerns, Opposes eliminating parking requirements, citing needs of families, elderly, and disabled, Advocates for local community board control in housing decisions, Urges City Planning Commission to vote against the City of Yes housing plan]"
